,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA
Date,,,,,,,,,,,,,,,,,,
2020-01-14,9.088884353637695,34.726375579833984,537.9199829101562,9.289999961853027,35.150001525878906,537.9199829101562,9.329999923706055,35.349998474121094,547.4099731445312,9.210000038146973,34.959999084472656,524.9000244140625,9.220000267028809,35.0,544.2550048828125,42936052,6828798,29061377
2020-01-15,8.991048812866211,34.726375579833984,518.5,9.1899995803833,35.150001525878906,518.5,9.300000190734863,35.31999969482422,537.8400268554688,9.180000305175781,34.88999938964844,516.7852783203125,9.270000457763672,35.0,529.760009765625,55923869,7173939,17368831
2020-01-16,8.971482276916504,35.121551513671875,513.489990234375,9.170000076293945,35.54999923706055,513.489990234375,9.279999732971191,35.58000183105469,514.4600219726562,9.149999618530273,35.150001525878906,492.1700134277344,9.229999542236328,35.209999084472656,493.75,44310388,7280804,21736653
2020-01-17,8.961698532104492,35.17094802856445,510.5,9.15999984741211,35.599998474121094,510.5,9.229999542236328,35.728599548339844,515.669921875,9.130000114440918,35.40999984741211,503.1600036621094,9.1899995803833,35.56999969482422,507.6099853515625,41644871,9871725,13629073
2020-01-21,9.010616302490234,34.568302154541016,547.2000122070312,9.210000038146973,34.9900016784668,547.2000122070312,9.220000267028809,35.54999923706055,548.5800170898438,9.100000381469727,34.959999084472656,528.4099731445312,9.149999618530273,35.36000061035156,530.25,49556423,11550514,17803471
2020-01-22,8.961698532104492,34.48926544189453,569.5599975585938,9.15999984741211,34.90999984741211,569.5599975585938,9.25,35.34550094604492,594.5,9.149999618530273,34.86000061035156,559.0999755859375,9.220000267028809,35.130001068115234,571.8900146484375,39914759,7358445,31369028
2020-01-23,8.942131996154785,34.45962905883789,572.2000122070312,9.140000343322754,34.880001068115234,572.2000122070312,9.15999984741211,34.994998931884766,582.0,8.930000305175781,34.0099983215332,555.6027221679688,9.140000343322754,34.77000045776367,564.25,75848669,8595153,19651042
2020-01-24,8.80516242980957,33.8964958190918,564.8200073242188,9.0,34.310001373291016,564.8200073242188,9.119999885559082,34.9900016784668,573.8599853515625,8.960000038146973,34.0099983215332,554.260009765625,9.109999656677246,34.900001525878906,570.6300048828125,68100949,9386634,14353600
2020-01-27,8.69754409790039,33.00734329223633,558.02001953125,8.890000343322754,33.40999984741211,558.02001953125,8.960000038146973,33.7599983215332,564.4400024414062,8.779999732971191,33.16999816894531,539.280029296875,8.880000114440918,33.630001068115234,541.989990234375,60769335,10359128,13608068
2020-01-28,8.775812149047852,33.23456954956055,566.9000244140625,8.970000267028809,33.63999938964844,566.9000244140625,9.0,33.86000061035156,576.8099975585938,8.859999656677246,33.34000015258789,558.0800170898438,8.9399995803833,33.56999969482422,568.489990234375,85163404,8871039,11788493
2020-01-29,8.815610885620117,33.19505310058594,580.989990234375,8.859999656677246,33.599998474121094,580.989990234375,8.954999923706055,34.040000915527344,589.7999267578125,8.84000015258789,33.59000015258789,567.4299926757812,8.850000381469727,33.79999923706055,575.6900024414062,59070709,6978347,18216672
2020-01-30,8.795711517333984,32.92831039428711,640.8099975585938,8.84000015258789,33.33000183105469,640.8099975585938,8.84000015258789,33.45000076293945,650.8800048828125,8.729999542236328,32.970001220703125,618.0,8.8100004196167,33.400001525878906,632.4199829101562,42827802,11532975,29005676
2020-01-31,8.775811195373535,32.98758316040039,650.5700073242188,8.819999694824219,33.38999938964844,650.5700073242188,8.84000015258789,33.4900016784668,653.0,8.739999771118164,33.13999938964844,632.52001953125,8.779999732971191,33.25,640.0,59813731,18631359,15719266
2020-02-03,8.935009956359863,33.31360626220703,780.0,8.979999542236328,33.720001220703125,780.0,9.140000343322754,34.34000015258789,786.1400146484375,8.850000381469727,33.52000045776367,673.52001953125,8.850000381469727,33.560001373291016,673.6900024414062,71432659,17937071,47233495
2020-02-04,9.134008407592773,33.955772399902344,887.0599975585938,9.180000305175781,34.369998931884766,887.0599975585938,9.239999771118164,34.81999969482422,968.9899291992188,9.069999694824219,34.20000076293945,833.8800048828125,9.079999923706055,34.349998474121094,882.9600219726562,86196417,14346267,60938758
2020-02-05,8.268366813659668,34.607818603515625,734.7000122070312,8.3100004196167,35.029998779296875,734.7000122070312,8.479999542236328,35.45000076293945,845.97998046875,8.260000228881836,34.189998626708984,704.110595703125,8.40999984741211,34.900001525878906,823.260009765625,145792527,19050389,48423837
2020-02-06,8.208667755126953,33.916255950927734,748.9600219726562,8.25,34.33000183105469,748.9600219726562,8.380000114440918,35.099998474121094,795.8300170898438,8.25,34.25,687.0,8.369999885559082,35.04999923706055,699.9199829101562,68823367,11866307,39880752
2020-02-07,8.069368362426758,33.224693298339844,748.0700073242188,8.109999656677246,33.630001068115234,748.0700073242188,8.210000038146973,34.15999984741211,769.75,8.020000457763672,33.42499923706055,730.0,8.210000038146973,34.08000183105469,730.5499877929688,98256476,14437134,17063521
2020-02-10,8.019619941711426,33.83721923828125,771.280029296875,8.0600004196167,34.25,771.280029296875,8.149999618530273,34.29999923706055,819.989990234375,8.050000190734863,33.66999816894531,752.4000244140625,8.149999618530273,33.9900016784668,800.0,71834905,12260561,24689163
2020-02-11,8.059419631958008,34.58805847167969,774.3800048828125,8.100000381469727,35.0099983215332,774.3800048828125,8.149999618530273,35.2599983215332,783.506103515625,8.079999923706055,34.06999969482422,758.0,8.100000381469727,34.34000015258789,768.7899780273438,80164532,12718580,11697473
2020-02-12,8.19871711730957,35.06227493286133,767.2899780273438,8.239999771118164,35.4900016784668,767.2899780273438,8.329999923706055,35.790000915527344,789.75,8.130000114440918,35.130001068115234,763.3699951171875,8.140000343322754,35.33000183105469,777.8699951171875,111536751,12076328,12022470
2020-02-13,8.208667755126953,34.86468505859375,804.0,8.25,35.290000915527344,804.0,8.359999656677246,35.529998779296875,818.0,8.210000038146973,35.15999984741211,735.0,8.210000038146973,35.209999084472656,741.8400268554688,67648837,7578794,26289348
2020-02-14,8.059419631958008,34.34107208251953,800.030029296875,8.100000381469727,34.7599983215332,800.030029296875,8.270000457763672,35.38999938964844,812.969970703125,8.079999923706055,34.41999816894531,785.5,8.270000457763672,35.29999923706055,787.219970703125,46359668,8945950,15693711
2020-02-18,8.019619941711426,33.99528884887695,171.67999267578125,8.0600004196167,34.40999984741211,171.67999267578125,8.149900436401367,34.7400016784668,172.0,8.020000457763672,33.95500183105469,166.4720001220703,8.119999885559082,34.25,168.32000732421875,65207478,10531932,83491845
2020-02-19,7.9599199295043945,34.499141693115234,183.48399353027344,8.0,34.91999816894531,183.48399353027344,8.100000381469727,35.099998474121094,188.95599365234375,8.0,34.52000045776367,180.20399475097656,8.0600004196167,34.529998779296875,184.6999969482422,69668178,9079526,127114790
2020-02-20,7.989769458770752,34.86468505859375,179.8820037841797,8.029999732971191,35.290000915527344,179.8820037841797,8.069999694824219,35.400001525878906,182.39999389648438,7.989999771118164,34.59000015258789,171.98800659179688,8.0,34.65999984741211,182.38999938964844,52318244,7817861,88174465
2020-02-21,7.850471019744873,34.232398986816406,180.1999969482422,7.889999866485596,34.650001525878906,180.1999969482422,8.029999732971191,35.08000183105469,182.61199951171875,7.889999866485596,34.40999984741211,176.08999633789062,8.020000457763672,34.9900016784668,181.39599609375,58326329,8432370,71697230
2020-02-24,7.532074451446533,32.691200256347656,166.75799560546875,7.570000171661377,33.09000015258789,166.75799560546875,7.719699859619141,33.75,172.6999969482422,7.550000190734863,32.790000915527344,164.44000244140625,7.699999809265137,33.63999938964844,167.8000030517578,110048156,14743094,75960815
2020-02-25,7.193777561187744,31.36734962463379,159.98199462890625,7.230000019073486,31.75,159.98199462890625,7.679999828338623,33.279998779296875,171.32000732421875,7.21999979019165,31.395000457763672,157.39999389648438,7.679999828338623,33.25,169.8000030517578,108888298,14621869,86452405
2020-02-26,7.173877716064453,31.614336013793945,155.75999450683594,7.210000038146973,32.0,155.75999450683594,7.460000038146973,32.61000061035156,162.66200256347656,7.210000038146973,31.885299682617188,155.2220001220703,7.300000190734863,32.099998474121094,156.5,92524842,14432820,70769215
2020-02-27,6.935080051422119,30.339881896972656,135.8000030517578,6.96999979019165,30.709999084472656,135.8000030517578,7.28000020980835,31.915000915527344,147.95399475097656,6.920000076293945,30.549999237060547,133.8000030517578,7.130000114440918,31.299999237060547,146.0,118642394,14940354,121385800
2020-02-28,6.925130367279053,30.132413864135742,133.59800720214844,6.960000038146973,30.5,133.59800720214844,6.960000038146973,30.5,138.10400390625,6.670000076293945,29.329999923706055,122.30400085449219,6.840000152587891,29.780000686645508,125.94000244140625,116546727,20832323,122820855
2020-03-02,7.1639275550842285,31.04132652282715,148.7239990234375,7.199999809265137,31.420000076293945,148.7239990234375,7.230000019073486,31.450000762939453,148.73800659179688,6.880000114440918,29.739999771118164,137.33399963378906,7.110000133514404,30.520000457763672,142.2519989013672,96766032,14994619,100974955
2020-03-03,6.935080051422119,30.15217399597168,149.1020050048828,6.96999979019165,30.520000457763672,149.1020050048828,7.340000152587891,32.29999923706055,161.39599609375,6.889999866485596,30.260000228881836,143.2221221923828,7.289999961853027,31.5,161.0,97457775,15816152,128920015
2020-03-04,7.044528961181641,31.150001525878906,149.89999389648438,7.079999923706055,31.530000686645508,149.89999389648438,7.090000152587891,31.565000534057617,153.3040008544922,6.920000076293945,30.354999542236328,144.9468994140625,7.090000152587891,31.0,152.79205322265625,70588065,16227821,75244885
2020-03-05,6.70623254776001,30.100000381469727,144.9080047607422,6.739999771118164,30.100000381469727,144.9080047607422,6.96999979019165,30.770000457763672,149.14999389648438,6.710000038146973,30.010000228881836,143.61399841308594,6.960000038146973,30.540000915527344,144.75399780273438,78070888,17921345,54263285
2020-03-06,6.457484722137451,28.690000534057617,140.6959991455078,6.489999771118164,28.690000534057617,140.6959991455078,6.679999828338623,29.540000915527344,141.39999389648438,6.400000095367432,28.450000762939453,136.85400390625,6.599999904632568,29.209999084472656,138.00070190429688,109932196,20009524,63314590
2020-03-09,5.87044095993042,24.690000534057617,121.5999984741211,5.900000095367432,24.690000534057617,121.5999984741211,6.139999866485596,26.1200008392334,132.59959411621094,5.869999885559082,24.149999618530273,121.0,5.96999979019165,26.0,121.0780029296875,103901655,28350596,85368700
2020-03-10,6.2286376953125,27.1200008392334,129.0659942626953,6.260000228881836,27.1200008392334,129.0659942626953,6.289999961853027,27.139999389648438,133.60000610351562,5.800000190734863,24.59000015258789,121.5999984741211,6.260000228881836,25.979999542236328,131.88600158691406,101873628,18287699,77972215
2020-03-11,5.87044095993042,26.0,126.84600067138672,5.900000095367432,26.0,126.84600067138672,6.110000133514404,26.6200008392334,130.71600341796875,5.880000114440918,25.760000228881836,122.5999984741211,6.059999942779541,26.0,128.0399932861328,98639098,21319198,67067935
2020-03-12,5.3231964111328125,23.040000915527344,112.11000061035156,5.349999904632568,23.040000915527344,112.11000061035156,5.690000057220459,24.344999313354492,118.9000015258789,5.199999809265137,22.5,109.25,5.380000114440918,23.600000381469727,116.1780014038086,89453102,20344472,94545260
2020-03-13,5.6017937660217285,24.709999084472656,109.3239974975586,5.630000114440918,24.709999084472656,109.3239974975586,5.900000095367432,25.329999923706055,121.51399993896484,5.119999885559082,22.899999618530273,100.4000015258789,5.869999885559082,24.600000381469727,119.0,125375287,17909817,113201270
2020-03-16,4.984899997711182,21.0,89.01399993896484,5.010000228881836,21.0,89.01399993896484,5.21999979019165,22.40999984741211,98.97398376464844,5.0,21.0,88.43399810791016,5.039999961853027,21.510000228881836,93.89994049072266,110310935,18056794,102447320
2020-03-17,4.984899997711182,20.31999969482422,86.04000091552734,5.010000228881836,20.31999969482422,86.04000091552734,5.139999866485596,21.579999923706055,94.37000274658203,4.699999809265137,19.5,79.19999694824219,5.079999923706055,21.309999465942383,88.00199890136719,104233465,23544424,119972900
2020-03-18,4.477455139160156,16.799999237060547,72.24400329589844,4.5,16.799999237060547,72.24400329589844,4.840000152587891,19.049999237060547,80.97200012207031,4.099999904632568,14.324999809265137,70.10199737548828,4.75,18.829999923706055,77.80000305175781,125954745,39591120,118930810
2020-03-19,4.447605133056641,17.709999084472656,85.52799987792969,4.46999979019165,17.709999084472656,85.52799987792969,4.579999923706055,18.989999771118164,90.4000015258789,4.099999904632568,15.0,71.69200134277344,4.329999923706055,16.34000015258789,74.93930053710938,126603765,34361822,150977300
2020-03-20,4.308306694030762,18.139999389648438,85.50599670410156,4.329999923706055,18.139999389648438,85.50599670410156,4.75,18.956899642944336,95.4000015258789,4.25,17.68000030517578,85.15799713134766,4.539999961853027,18.420000076293945,87.63999938964844,129378586,35702005,141427510
2020-03-23,3.989910125732422,17.600000381469727,86.85800170898438,4.010000228881836,17.600000381469727,86.85800170898438,4.519999980926514,18.559999465942383,88.39997863769531,3.9600000381469727,17.229999542236328,82.0999984741211,4.269999980926514,18.010000228881836,86.72000122070312,134925017,25419726,82272745
2020-03-24,4.925200462341309,21.110000610351562,101.0,4.949999809265137,21.110000610351562,101.0,4.989999771118164,21.669700622558594,102.73799896240234,4.260000228881836,18.600000381469727,94.80000305175781,4.46999979019165,19.31999969482422,95.45999908447266,146192141,24082872,114475850
2020-03-25,5.3629961013793945,21.489999771118164,107.8499984741211,5.389999866485596,21.489999771118164,107.8499984741211,5.869999885559082,23.145000457763672,111.4000015258789,5.119999885559082,21.0,102.22200012207031,5.769999980926514,23.0,109.05000305175781,198999447,27617207,106113725
2020-03-26,5.223697662353516,22.559999465942383,105.63200378417969,5.25,22.559999465942383,105.63200378417969,5.650000095367432,22.969999313354492,112.0,5.159999847412109,21.060100555419922,102.44999694824219,5.360000133514404,21.639999389648438,109.47799682617188,138297998,16990666,87110410
2020-03-27,5.163998126983643,21.3799991607666,102.87200164794922,5.190000057220459,21.3799991607666,102.87200164794922,5.300000190734863,21.959999084472656,105.16000366210938,4.909999847412109,20.739999771118164,98.80599975585938,5.070000171661377,21.3700008392334,101.0,106324033,18349686,71887040
2020-03-30,5.004799842834473,21.31999969482422,100.4260025024414,5.03000020980835,21.31999969482422,100.4260025024414,5.119699954986572,22.479999542236328,103.32942199707031,4.929999828338623,20.625900268554688,98.24600219726562,5.110000133514404,22.309999465942383,102.052001953125,97879666,18477823,59990335
2020-03-31,4.8058013916015625,20.780000686645508,104.80000305175781,4.829999923706055,20.780000686645508,104.80000305175781,5.190000057220459,22.209999084472656,108.59200286865234,4.75,20.549999237060547,99.4000015258789,5.03000020980835,20.969999313354492,100.25,231800752,20312832,88857425
2020-04-01,4.377955913543701,19.260000228881836,96.31199645996094,4.400000095367432,19.260000228881836,96.31199645996094,4.769999980926514,20.165000915527344,102.79096221923828,4.360000133514404,18.989999771118164,95.0199966430664,4.630000114440918,19.5,100.80000305175781,119174506,17467100,66765900
2020-04-02,4.338156700134277,18.190000534057617,90.89399719238281,4.360000133514404,18.190000534057617,90.89399719238281,4.570000171661377,19.690000534057617,98.85198211669922,4.25,17.790000915527344,89.27999877929688,4.389999866485596,19.100000381469727,96.20600128173828,90891690,17920646,99292135
2020-04-03,4.218757152557373,18.040000915527344,96.00199890136719,4.239999771118164,18.040000915527344,96.00199890136719,4.420000076293945,18.780000686645508,103.0979995727539,4.170000076293945,17.850000381469727,93.67801666259766,4.400000095367432,18.399999618530273,101.9000015258789,85659866,13835515,112810380
2020-04-06,4.507304668426514,19.549999237060547,103.24800109863281,4.53000020980835,19.549999237060547,103.24800109863281,4.670000076293945,19.760000228881836,104.19999694824219,4.409999847412109,18.549999237060547,99.59200286865234,4.539999961853027,19.100000381469727,102.23999786376953,102205319,22442074,74509180
2020-04-07,4.686402797698975,21.299999237060547,109.08999633789062,4.710000038146973,21.299999237060547,109.08999633789062,5.03000020980835,22.209999084472656,113.0,4.630000114440918,20.709999084472656,106.46800231933594,4.849999904632568,21.270000457763672,109.0,115150448,30405572,89598920
2020-04-08,5.004799842834473,23.1299991607666,109.76799774169922,5.03000020980835,23.1299991607666,109.76799774169922,5.090000152587891,23.600000381469727,111.44161987304688,4.800000190734863,21.46940040588379,106.66600036621094,4.860000133514404,21.739999771118164,110.83999633789062,117022189,23774358,63280120
2020-04-09,5.3430962562561035,24.059999465942383,114.5999984741211,5.369999885559082,24.059999465942383,114.5999984741211,5.75,24.989999771118164,115.03636169433594,5.239999771118164,23.583200454711914,111.4219970703125,5.510000228881836,24.15999984741211,112.41799926757812,175833664,22490477,68250000
2020-04-13,5.134148120880127,23.010000228881836,130.19000244140625,5.159999847412109,23.010000228881836,130.19000244140625,5.429999828338623,24.100000381469727,130.39999389648438,5.019999980926514,22.719999313354492,116.10600280761719,5.429999828338623,24.040000915527344,118.03199768066406,99320002,14802606,112377105
2020-04-14,5.2634968757629395,22.979999542236328,141.97799682617188,5.289999961853027,22.979999542236328,141.97799682617188,5.440000057220459,23.770000457763672,148.37600708007812,5.159999847412109,22.670000076293945,138.48599243164062,5.269999980926514,23.600000381469727,139.79400634765625,74877032,12654736,152882555
2020-04-15,5.004799842834473,21.65999984741211,145.96600341796875,5.03000020980835,21.65999984741211,145.96600341796875,5.139999866485596,22.270000457763672,150.62600708007812,4.949999809265137,21.469999313354492,142.0,5.059999942779541,21.920000076293945,148.39999389648438,74727746,12760859,117885005
2020-04-16,4.915250778198242,20.8700008392334,149.04200744628906,4.940000057220459,20.8700008392334,149.04200744628906,5.069699764251709,21.649999618530273,151.88999938964844,4.889999866485596,20.55500030517578,141.34300231933594,5.059999942779541,21.639999389648438,143.38800048828125,58951213,11501687,103289310
2020-04-17,5.094348430633545,22.479999542236328,150.7779998779297,5.119999885559082,22.479999542236328,150.7779998779297,5.28000020980835,22.540000915527344,154.99000549316406,5.03000020980835,21.829999923706055,149.53199768066406,5.170000076293945,21.920000076293945,154.45599365234375,91989318,17166298,65641185
2020-04-20,4.955049991607666,22.3799991607666,149.27200317382812,4.980000019073486,22.3799991607666,149.27200317382812,5.090000152587891,22.639999389648438,153.11399841308594,4.909999847412109,21.440000534057617,142.44200134277344,5.010000228881836,21.719999313354492,146.5399932861328,71079442,15912370,73732885
2020-04-21,4.746102333068848,21.239999771118164,137.343994140625,4.769999980926514,21.239999771118164,137.343994140625,4.920000076293945,21.889999389648438,150.66600036621094,4.71999979019165,20.979999542236328,134.75799560546875,4.889999866485596,21.270000457763672,146.0240020751953,82400209,13507349,101045465
2020-04-22,4.746102333068848,21.299999237060547,146.4219970703125,4.769999980926514,21.299999237060547,146.4219970703125,4.889999866485596,21.780000686645508,146.8000030517578,4.75,21.06999969482422,137.74200439453125,4.869999885559082,21.649999618530273,140.79600524902344,62398608,9553595,71124155
2020-04-23,4.8655009269714355,21.520000457763672,141.12600708007812,4.889999866485596,21.520000457763672,141.12600708007812,4.980000019073486,22.05500030517578,146.8000030517578,4.769999980926514,21.44499969482422,140.62600708007812,4.800000190734863,21.549999237060547,145.52000427246094,61959760,10673000,66183485
2020-04-24,4.8456010818481445,21.950000762939453,145.02999877929688,4.869999885559082,21.950000762939453,145.02999877929688,4.960000038146973,22.239999771118164,146.14599609375,4.800000190734863,21.540000915527344,139.63600158691406,4.929999828338623,21.709999084472656,142.16200256347656,54352479,11991402,66188060
2020-04-27,5.144098281860352,22.450000762939453,159.75,5.170000076293945,22.450000762939453,159.75,5.190000057220459,22.56999969482422,159.8979949951172,4.880000114440918,21.140100479125977,147.0,4.909999847412109,21.520000457763672,147.52200317382812,91082846,20240596,103407210
2020-04-28,5.353046417236328,22.18000030517578,153.82400512695312,5.380000114440918,22.18000030517578,153.82400512695312,5.539999961853027,23.399999618530273,161.0,5.215000152587891,22.100000381469727,151.33799743652344,5.489999771118164,23.18000030517578,159.1280059814453,106222815,22085532,76109820
2020-04-29,5.233647346496582,23.780000686645508,160.1020050048828,5.260000228881836,23.780000686645508,160.1020050048828,5.5,24.565000534057617,160.63998413085938,5.210400104522705,22.68000030517578,156.6320037841797,5.329999923706055,22.75,158.03399658203125,126393015,23540997,81079910
2020-04-30,5.064499378204346,22.290000915527344,156.37600708007812,5.090000152587891,22.290000915527344,156.37600708007812,5.239999771118164,23.440000534057617,173.96400451660156,5.059999942779541,22.25,152.6999969482422,5.159999847412109,23.440000534057617,171.03799438476562,93437941,15272408,142359270
2020-05-01,4.895350933074951,20.899999618530273,140.26400756835938,4.920000076293945,20.899999618530273,140.26400756835938,5.050000190734863,21.760000228881836,154.5540008544922,4.900000095367432,20.799999237060547,136.60800170898438,5.019999980926514,21.649999618530273,151.0,82660057,17874488,162659035
2020-05-04,4.835651397705078,20.75,152.23800659179688,4.860000133514404,20.75,152.23800659179688,4.96999979019165,20.875,152.39999389648438,4.769999980926514,20.120100021362305,139.60000610351562,4.880000114440918,20.450000762939453,140.1999969482422,84214747,16188812,96185450
2020-05-05,4.945099830627441,21.260000228881836,153.64199829101562,4.96999979019165,21.260000228881836,153.64199829101562,5.090000152587891,21.969999313354492,159.78399658203125,4.940000057220459,21.1200008392334,152.43600463867188,4.989999771118164,21.25,157.95799255371094,96301286,17802261,84958280
2020-05-06,4.8456010818481445,21.889999389648438,156.51600646972656,4.869999885559082,21.889999389648438,156.51600646972656,5.090000152587891,23.649999618530273,157.9600067138672,4.820000171661377,21.829999923706055,152.2220001220703,5.050000190734863,23.049999237060547,155.3000030517578,89390419,34430543,55616155
2020-05-07,4.8456010818481445,22.440000534057617,156.00799560546875,4.869999885559082,22.440000534057617,156.00799560546875,4.980000019073486,22.979999542236328,159.27999877929688,4.849999904632568,22.030000686645508,154.47000122070312,4.900000095367432,22.18000030517578,155.44200134277344,67222935,16983203,57638430
2020-05-08,5.213747501373291,23.93000030517578,163.88400268554688,5.239999771118164,23.93000030517578,163.88400268554688,5.25,24.0,164.8000030517578,4.949999809265137,23.049999237060547,157.40199279785156,4.960000038146973,23.06999969482422,158.75399780273438,101333782,16562348,80650435
2020-05-11,5.094348430633545,22.799999237060547,162.25799560546875,5.119999885559082,22.799999237060547,162.25799560546875,5.190000057220459,23.389999389648438,164.8000030517578,5.050000190734863,22.59000015258789,157.0,5.179999828338623,23.25,158.1020050048828,75734000,16754036,82598005
2020-05-12,4.955049991607666,22.559999465942383,161.8820037841797,4.980000019073486,22.559999465942383,161.8820037841797,5.21999979019165,23.270000457763672,168.6580047607422,4.96999979019165,22.549999237060547,161.60000610351562,5.150000095367432,22.989999771118164,165.39999389648438,70965193,12182920,79534525
2020-05-13,4.696352481842041,21.459999084472656,158.19200134277344,4.71999979019165,21.459999084472656,158.19200134277344,5.010000228881836,22.450000762939453,165.1999969482422,4.659999847412109,21.1299991607666,152.66000366210938,5.0,22.440000534057617,164.16600036621094,100192290,16832581,95327455
2020-05-14,4.8655009269714355,22.309999465942383,160.66600036621094,4.889999866485596,22.309999465942383,160.66600036621094,4.920000076293945,22.34000015258789,160.6719970703125,4.519999980926514,20.489999771118164,152.8000030517578,4.644999980926514,20.65999984741211,156.0,108061111,15629092,68410940
2020-05-15,4.87545108795166,22.6299991607666,159.83399963378906,4.900000095367432,22.6299991607666,159.83399963378906,4.940000057220459,22.68000030517578,161.0097198486328,4.75,21.829999923706055,157.31039428710938,4.800000190734863,21.969999313354492,158.07000732421875,80544650,14221282,52592140
2020-05-18,5.2833967208862305,24.809999465942383,162.7259979248047,5.309999942779541,24.809999465942383,162.7259979248047,5.329999923706055,25.204999923706055,166.9440155029297,5.119999885559082,24.0,160.7760009765625,5.119999885559082,24.0,165.55599975585938,136241424,23289194,58490510
2020-05-19,5.273447036743164,24.690000534057617,161.6020050048828,5.300000190734863,24.690000534057617,161.6020050048828,5.449999809265137,25.700000762939453,164.41400146484375,5.150000095367432,24.290000915527344,161.21600341796875,5.269999980926514,24.75,163.03399658203125,94836282,18484597,48182610
2020-05-20,5.462494850158691,25.479999542236328,163.11199951171875,5.489999771118164,25.479999542236328,163.11199951171875,5.539999961853027,25.889999389648438,165.1999969482422,5.369999885559082,25.21500015258789,162.36000061035156,5.380000114440918,25.309999465942383,164.10000610351562,87685371,14056780,36546355
2020-05-21,5.6017937660217285,25.799999237060547,165.52000427246094,5.630000114440918,25.799999237060547,165.52000427246094,5.690000057220459,26.020000457763672,166.5,5.440000057220459,25.209999084472656,159.1999969482422,5.449999809265137,25.290000915527344,163.1999969482422,87098219,14320717,61272920
2020-05-22,5.6216936111450195,25.979999542236328,163.37600708007812,5.650000095367432,25.979999542236328,163.37600708007812,5.730000019073486,26.229999542236328,166.3560028076172,5.5,25.21500015258789,162.39999389648438,5.679999828338623,25.989999771118164,164.4346923828125,76656465,14317399,49937375
2020-05-26,5.810741901397705,27.399999618530273,163.7740020751953,5.840000152587891,27.399999618530273,163.7740020751953,5.989999771118164,27.889999389648438,166.9199981689453,5.820000171661377,27.25,163.14100646972656,5.920000076293945,27.81999969482422,166.89999389648438,86046301,18870479,40448680
2020-05-27,5.999789714813232,27.790000915527344,164.04600524902344,6.03000020980835,27.790000915527344,164.04600524902344,6.090000152587891,28.829999923706055,165.54200744628906,5.840000152587891,26.90999984741211,157.0,6.010000228881836,28.530000686645508,164.1719970703125,110413883,15030744,57747650
